theta,a,b,z,A2,status
10.0,6.9,7.1,-2.0,-10.0,NotYet
10.0,6.9,7.1,-2.0,-8.0,NotYet
10.0,6.9,7.1,-2.0,-6.0,NotYet
10.0,6.9,7.1,-2.0,-4.0,NotYet
10.0,6.9,7.1,-2.0,-2.0,NotYet
10.0,6.9,7.1,-2.0,0.0,NotYet
10.0,6.9,7.1,-2.0,2.0,NotYet
10.0,6.9,7.1,-2.0,4.0,NotYet
10.0,6.9,7.1,-2.0,6.0,NotYet
10.0,6.9,7.1,-2.0,8.0,NotYet
10.0,6.9,7.1,-2.0,10.0,NotYet
10.0,6.9,7.1,-1.8,-10.0,NotYet
10.0,6.9,7.1,-1.8,-8.0,NotYet
10.0,6.9,7.1,-1.8,-6.0,NotYet
10.0,6.9,7.1,-1.8,-4.0,NotYet
10.0,6.9,7.1,-1.8,-2.0,NotYet
10.0,6.9,7.1,-1.8,0.0,NotYet
10.0,6.9,7.1,-1.8,2.0,NotYet
10.0,6.9,7.1,-1.8,4.0,NotYet
10.0,6.9,7.1,-1.8,6.0,NotYet
10.0,6.9,7.1,-1.8,8.0,NotYet
10.0,6.9,7.1,-1.8,10.0,NotYet
10.0,6.9,7.1,-1.6,-10.0,NotYet
10.0,6.9,7.1,-1.6,-8.0,NotYet
10.0,6.9,7.1,-1.6,-6.0,NotYet
10.0,6.9,7.1,-1.6,-4.0,NotYet
10.0,6.9,7.1,-1.6,-2.0,NotYet
10.0,6.9,7.1,-1.6,0.0,NotYet
10.0,6.9,7.1,-1.6,2.0,NotYet
10.0,6.9,7.1,-1.6,4.0,NotYet
10.0,6.9,7.1,-1.6,6.0,NotYet
10.0,6.9,7.1,-1.6,8.0,NotYet
10.0,6.9,7.1,-1.6,10.0,NotYet
10.0,6.9,7.1,-1.4,-10.0,NotYet
10.0,6.9,7.1,-1.4,-8.0,NotYet
10.0,6.9,7.1,-1.4,-6.0,NotYet
10.0,6.9,7.1,-1.4,-4.0,NotYet
10.0,6.9,7.1,-1.4,-2.0,NotYet
10.0,6.9,7.1,-1.4,0.0,NotYet
10.0,6.9,7.1,-1.4,2.0,NotYet
10.0,6.9,7.1,-1.4,4.0,NotYet
10.0,6.9,7.1,-1.4,6.0,NotYet
10.0,6.9,7.1,-1.4,8.0,NotYet
10.0,6.9,7.1,-1.4,10.0,NotYet
10.0,6.9,7.1,-1.2,-10.0,NotYet
10.0,6.9,7.1,-1.2,-8.0,NotYet
10.0,6.9,7.1,-1.2,-6.0,NotYet
10.0,6.9,7.1,-1.2,-4.0,NotYet
10.0,6.9,7.1,-1.2,-2.0,NotYet
10.0,6.9,7.1,-1.2,0.0,NotYet
10.0,6.9,7.1,-1.2,2.0,NotYet
10.0,6.9,7.1,-1.2,4.0,NotYet
10.0,6.9,7.1,-1.2,6.0,NotYet
10.0,6.9,7.1,-1.2,8.0,NotYet
10.0,6.9,7.1,-1.2,10.0,NotYet
10.0,6.9,7.1,-1.0,-10.0,NotYet
10.0,6.9,7.1,-1.0,-8.0,NotYet
10.0,6.9,7.1,-1.0,-6.0,NotYet
10.0,6.9,7.1,-1.0,-4.0,NotYet
10.0,6.9,7.1,-1.0,-2.0,NotYet
10.0,6.9,7.1,-1.0,0.0,NotYet
10.0,6.9,7.1,-1.0,2.0,NotYet
10.0,6.9,7.1,-1.0,4.0,NotYet
10.0,6.9,7.1,-1.0,6.0,NotYet
10.0,6.9,7.1,-1.0,8.0,NotYet
10.0,6.9,7.1,-1.0,10.0,NotYet
10.0,6.9,7.1,-0.8,-10.0,NotYet
10.0,6.9,7.1,-0.8,-8.0,NotYet
10.0,6.9,7.1,-0.8,-6.0,NotYet
10.0,6.9,7.1,-0.8,-4.0,NotYet
10.0,6.9,7.1,-0.8,-2.0,NotYet
10.0,6.9,7.1,-0.8,0.0,NotYet
10.0,6.9,7.1,-0.8,2.0,NotYet
10.0,6.9,7.1,-0.8,4.0,NotYet
10.0,6.9,7.1,-0.8,6.0,NotYet
10.0,6.9,7.1,-0.8,8.0,NotYet
10.0,6.9,7.1,-0.8,10.0,NotYet
10.0,6.9,7.1,-0.6,-10.0,NotYet
10.0,6.9,7.1,-0.6,-8.0,NotYet
10.0,6.9,7.1,-0.6,-6.0,NotYet
10.0,6.9,7.1,-0.6,-4.0,NotYet
10.0,6.9,7.1,-0.6,-2.0,NotYet
10.0,6.9,7.1,-0.6,0.0,NotYet
10.0,6.9,7.1,-0.6,2.0,NotYet
10.0,6.9,7.1,-0.6,4.0,NotYet
10.0,6.9,7.1,-0.6,6.0,NotYet
10.0,6.9,7.1,-0.6,8.0,NotYet
10.0,6.9,7.1,-0.6,10.0,NotYet
10.0,6.9,7.1,-0.4,-10.0,NotYet
10.0,6.9,7.1,-0.4,-8.0,NotYet
10.0,6.9,7.1,-0.4,-6.0,NotYet
10.0,6.9,7.1,-0.4,-4.0,NotYet
10.0,6.9,7.1,-0.4,-2.0,NotYet
10.0,6.9,7.1,-0.4,0.0,NotYet
10.0,6.9,7.1,-0.4,2.0,NotYet
10.0,6.9,7.1,-0.4,4.0,NotYet
10.0,6.9,7.1,-0.4,6.0,NotYet
10.0,6.9,7.1,-0.4,8.0,NotYet
10.0,6.9,7.1,-0.4,10.0,NotYet
10.0,6.9,7.1,-0.2,-10.0,NotYet
10.0,6.9,7.1,-0.2,-8.0,NotYet
10.0,6.9,7.1,-0.2,-6.0,NotYet
10.0,6.9,7.1,-0.2,-4.0,NotYet
10.0,6.9,7.1,-0.2,-2.0,NotYet
10.0,6.9,7.1,-0.2,0.0,NotYet
10.0,6.9,7.1,-0.2,2.0,NotYet
10.0,6.9,7.1,-0.2,4.0,NotYet
10.0,6.9,7.1,-0.2,6.0,NotYet
10.0,6.9,7.1,-0.2,8.0,NotYet
10.0,6.9,7.1,-0.2,10.0,NotYet
10.0,6.9,7.1,0.0,-10.0,NotYet
10.0,6.9,7.1,0.0,-8.0,NotYet
10.0,6.9,7.1,0.0,-6.0,NotYet
10.0,6.9,7.1,0.0,-4.0,NotYet
10.0,6.9,7.1,0.0,-2.0,NotYet
10.0,6.9,7.1,0.0,0.0,NotYet
10.0,6.9,7.1,0.0,2.0,NotYet
10.0,6.9,7.1,0.0,4.0,NotYet
10.0,6.9,7.1,0.0,6.0,NotYet
10.0,6.9,7.1,0.0,8.0,NotYet
10.0,6.9,7.1,0.0,10.0,NotYet
10.0,6.9,7.1,0.2,-10.0,NotYet
10.0,6.9,7.1,0.2,-8.0,NotYet
10.0,6.9,7.1,0.2,-6.0,NotYet
10.0,6.9,7.1,0.2,-4.0,NotYet
10.0,6.9,7.1,0.2,-2.0,NotYet
10.0,6.9,7.1,0.2,0.0,NotYet
10.0,6.9,7.1,0.2,2.0,NotYet
10.0,6.9,7.1,0.2,4.0,NotYet
10.0,6.9,7.1,0.2,6.0,NotYet
10.0,6.9,7.1,0.2,8.0,NotYet
10.0,6.9,7.1,0.2,10.0,NotYet
10.0,6.9,7.1,0.4,-10.0,NotYet
10.0,6.9,7.1,0.4,-8.0,NotYet
10.0,6.9,7.1,0.4,-6.0,NotYet
10.0,6.9,7.1,0.4,-4.0,NotYet
10.0,6.9,7.1,0.4,-2.0,NotYet
10.0,6.9,7.1,0.4,0.0,NotYet
10.0,6.9,7.1,0.4,2.0,NotYet
10.0,6.9,7.1,0.4,4.0,NotYet
10.0,6.9,7.1,0.4,6.0,NotYet
10.0,6.9,7.1,0.4,8.0,NotYet
10.0,6.9,7.1,0.4,10.0,NotYet
10.0,6.9,7.1,0.6,-10.0,NotYet
10.0,6.9,7.1,0.6,-8.0,NotYet
10.0,6.9,7.1,0.6,-6.0,NotYet
10.0,6.9,7.1,0.6,-4.0,NotYet
10.0,6.9,7.1,0.6,-2.0,NotYet
10.0,6.9,7.1,0.6,0.0,NotYet
10.0,6.9,7.1,0.6,2.0,NotYet
10.0,6.9,7.1,0.6,4.0,NotYet
10.0,6.9,7.1,0.6,6.0,NotYet
10.0,6.9,7.1,0.6,8.0,NotYet
10.0,6.9,7.1,0.6,10.0,NotYet
10.0,6.9,7.1,0.8,-10.0,NotYet
10.0,6.9,7.1,0.8,-8.0,NotYet
10.0,6.9,7.1,0.8,-6.0,NotYet
10.0,6.9,7.1,0.8,-4.0,NotYet
10.0,6.9,7.1,0.8,-2.0,NotYet
10.0,6.9,7.1,0.8,0.0,NotYet
10.0,6.9,7.1,0.8,2.0,NotYet
10.0,6.9,7.1,0.8,4.0,NotYet
10.0,6.9,7.1,0.8,6.0,NotYet
10.0,6.9,7.1,0.8,8.0,NotYet
10.0,6.9,7.1,0.8,10.0,NotYet
10.0,6.9,7.1,1.0,-10.0,NotYet
10.0,6.9,7.1,1.0,-8.0,NotYet
10.0,6.9,7.1,1.0,-6.0,NotYet
10.0,6.9,7.1,1.0,-4.0,NotYet
10.0,6.9,7.1,1.0,-2.0,NotYet
10.0,6.9,7.1,1.0,0.0,NotYet
10.0,6.9,7.1,1.0,2.0,NotYet
10.0,6.9,7.1,1.0,4.0,NotYet
10.0,6.9,7.1,1.0,6.0,NotYet
10.0,6.9,7.1,1.0,8.0,NotYet
10.0,6.9,7.1,1.0,10.0,NotYet
10.0,6.9,7.1,1.2,-10.0,NotYet
10.0,6.9,7.1,1.2,-8.0,NotYet
10.0,6.9,7.1,1.2,-6.0,NotYet
10.0,6.9,7.1,1.2,-4.0,NotYet
10.0,6.9,7.1,1.2,-2.0,NotYet
10.0,6.9,7.1,1.2,0.0,NotYet
10.0,6.9,7.1,1.2,2.0,NotYet
10.0,6.9,7.1,1.2,4.0,NotYet
10.0,6.9,7.1,1.2,6.0,NotYet
10.0,6.9,7.1,1.2,8.0,NotYet
10.0,6.9,7.1,1.2,10.0,NotYet
10.0,6.9,7.1,1.4,-10.0,NotYet
10.0,6.9,7.1,1.4,-8.0,NotYet
10.0,6.9,7.1,1.4,-6.0,NotYet
10.0,6.9,7.1,1.4,-4.0,NotYet
10.0,6.9,7.1,1.4,-2.0,NotYet
10.0,6.9,7.1,1.4,0.0,NotYet
10.0,6.9,7.1,1.4,2.0,NotYet
10.0,6.9,7.1,1.4,4.0,NotYet
10.0,6.9,7.1,1.4,6.0,NotYet
10.0,6.9,7.1,1.4,8.0,NotYet
10.0,6.9,7.1,1.4,10.0,NotYet
10.0,6.9,7.1,1.6,-10.0,NotYet
10.0,6.9,7.1,1.6,-8.0,NotYet
10.0,6.9,7.1,1.6,-6.0,NotYet
10.0,6.9,7.1,1.6,-4.0,NotYet
10.0,6.9,7.1,1.6,-2.0,NotYet
10.0,6.9,7.1,1.6,0.0,NotYet
10.0,6.9,7.1,1.6,2.0,NotYet
10.0,6.9,7.1,1.6,4.0,NotYet
10.0,6.9,7.1,1.6,6.0,NotYet
10.0,6.9,7.1,1.6,8.0,NotYet
10.0,6.9,7.1,1.6,10.0,NotYet
10.0,6.9,7.1,1.8,-10.0,NotYet
10.0,6.9,7.1,1.8,-8.0,NotYet
10.0,6.9,7.1,1.8,-6.0,NotYet
10.0,6.9,7.1,1.8,-4.0,NotYet
10.0,6.9,7.1,1.8,-2.0,NotYet
10.0,6.9,7.1,1.8,0.0,NotYet
10.0,6.9,7.1,1.8,2.0,NotYet
10.0,6.9,7.1,1.8,4.0,NotYet
10.0,6.9,7.1,1.8,6.0,NotYet
10.0,6.9,7.1,1.8,8.0,NotYet
10.0,6.9,7.1,1.8,10.0,NotYet
10.0,6.9,7.1,2.0,-10.0,NotYet
10.0,6.9,7.1,2.0,-8.0,NotYet
10.0,6.9,7.1,2.0,-6.0,NotYet
10.0,6.9,7.1,2.0,-4.0,NotYet
10.0,6.9,7.1,2.0,-2.0,NotYet
10.0,6.9,7.1,2.0,0.0,NotYet
10.0,6.9,7.1,2.0,2.0,NotYet
10.0,6.9,7.1,2.0,4.0,NotYet
10.0,6.9,7.1,2.0,6.0,NotYet
10.0,6.9,7.1,2.0,8.0,NotYet
10.0,6.9,7.1,2.0,10.0,NotYet
10.0,3.8,13.1,-2.0,-10.0,NotYet
10.0,3.8,13.1,-2.0,-8.0,NotYet
10.0,3.8,13.1,-2.0,-6.0,NotYet
10.0,3.8,13.1,-2.0,-4.0,NotYet
10.0,3.8,13.1,-2.0,-2.0,NotYet
10.0,3.8,13.1,-2.0,0.0,NotYet
10.0,3.8,13.1,-2.0,2.0,NotYet
10.0,3.8,13.1,-2.0,4.0,NotYet
10.0,3.8,13.1,-2.0,6.0,NotYet
10.0,3.8,13.1,-2.0,8.0,NotYet
10.0,3.8,13.1,-2.0,10.0,NotYet
10.0,3.8,13.1,-1.8,-10.0,NotYet
10.0,3.8,13.1,-1.8,-8.0,NotYet
10.0,3.8,13.1,-1.8,-6.0,NotYet
10.0,3.8,13.1,-1.8,-4.0,NotYet
10.0,3.8,13.1,-1.8,-2.0,NotYet
10.0,3.8,13.1,-1.8,0.0,NotYet
10.0,3.8,13.1,-1.8,2.0,NotYet
10.0,3.8,13.1,-1.8,4.0,NotYet
10.0,3.8,13.1,-1.8,6.0,NotYet
10.0,3.8,13.1,-1.8,8.0,NotYet
10.0,3.8,13.1,-1.8,10.0,NotYet
10.0,3.8,13.1,-1.6,-10.0,NotYet
10.0,3.8,13.1,-1.6,-8.0,NotYet
10.0,3.8,13.1,-1.6,-6.0,NotYet
10.0,3.8,13.1,-1.6,-4.0,NotYet
10.0,3.8,13.1,-1.6,-2.0,NotYet
10.0,3.8,13.1,-1.6,0.0,NotYet
10.0,3.8,13.1,-1.6,2.0,NotYet
10.0,3.8,13.1,-1.6,4.0,NotYet
10.0,3.8,13.1,-1.6,6.0,NotYet
10.0,3.8,13.1,-1.6,8.0,NotYet
10.0,3.8,13.1,-1.6,10.0,NotYet
10.0,3.8,13.1,-1.4,-10.0,NotYet
10.0,3.8,13.1,-1.4,-8.0,NotYet
10.0,3.8,13.1,-1.4,-6.0,NotYet
10.0,3.8,13.1,-1.4,-4.0,NotYet
10.0,3.8,13.1,-1.4,-2.0,NotYet
10.0,3.8,13.1,-1.4,0.0,NotYet
10.0,3.8,13.1,-1.4,2.0,NotYet
10.0,3.8,13.1,-1.4,4.0,NotYet
10.0,3.8,13.1,-1.4,6.0,NotYet
10.0,3.8,13.1,-1.4,8.0,NotYet
10.0,3.8,13.1,-1.4,10.0,NotYet
10.0,3.8,13.1,-1.2,-10.0,NotYet
10.0,3.8,13.1,-1.2,-8.0,NotYet
10.0,3.8,13.1,-1.2,-6.0,NotYet
10.0,3.8,13.1,-1.2,-4.0,NotYet
10.0,3.8,13.1,-1.2,-2.0,NotYet
10.0,3.8,13.1,-1.2,0.0,NotYet
10.0,3.8,13.1,-1.2,2.0,NotYet
10.0,3.8,13.1,-1.2,4.0,NotYet
10.0,3.8,13.1,-1.2,6.0,NotYet
10.0,3.8,13.1,-1.2,8.0,NotYet
10.0,3.8,13.1,-1.2,10.0,NotYet
10.0,3.8,13.1,-1.0,-10.0,NotYet
10.0,3.8,13.1,-1.0,-8.0,NotYet
10.0,3.8,13.1,-1.0,-6.0,NotYet
10.0,3.8,13.1,-1.0,-4.0,NotYet
10.0,3.8,13.1,-1.0,-2.0,NotYet
10.0,3.8,13.1,-1.0,0.0,NotYet
10.0,3.8,13.1,-1.0,2.0,NotYet
10.0,3.8,13.1,-1.0,4.0,NotYet
10.0,3.8,13.1,-1.0,6.0,NotYet
10.0,3.8,13.1,-1.0,8.0,NotYet
10.0,3.8,13.1,-1.0,10.0,NotYet
10.0,3.8,13.1,-0.8,-10.0,NotYet
10.0,3.8,13.1,-0.8,-8.0,NotYet
10.0,3.8,13.1,-0.8,-6.0,NotYet
10.0,3.8,13.1,-0.8,-4.0,NotYet
10.0,3.8,13.1,-0.8,-2.0,NotYet
10.0,3.8,13.1,-0.8,0.0,NotYet
10.0,3.8,13.1,-0.8,2.0,NotYet
10.0,3.8,13.1,-0.8,4.0,NotYet
10.0,3.8,13.1,-0.8,6.0,NotYet
10.0,3.8,13.1,-0.8,8.0,NotYet
10.0,3.8,13.1,-0.8,10.0,NotYet
10.0,3.8,13.1,-0.6,-10.0,NotYet
10.0,3.8,13.1,-0.6,-8.0,NotYet
10.0,3.8,13.1,-0.6,-6.0,NotYet
10.0,3.8,13.1,-0.6,-4.0,NotYet
10.0,3.8,13.1,-0.6,-2.0,NotYet
10.0,3.8,13.1,-0.6,0.0,NotYet
10.0,3.8,13.1,-0.6,2.0,NotYet
10.0,3.8,13.1,-0.6,4.0,NotYet
10.0,3.8,13.1,-0.6,6.0,NotYet
10.0,3.8,13.1,-0.6,8.0,NotYet
10.0,3.8,13.1,-0.6,10.0,NotYet
10.0,3.8,13.1,-0.4,-10.0,NotYet
10.0,3.8,13.1,-0.4,-8.0,NotYet
10.0,3.8,13.1,-0.4,-6.0,NotYet
10.0,3.8,13.1,-0.4,-4.0,NotYet
10.0,3.8,13.1,-0.4,-2.0,NotYet
10.0,3.8,13.1,-0.4,0.0,NotYet
10.0,3.8,13.1,-0.4,2.0,NotYet
10.0,3.8,13.1,-0.4,4.0,NotYet
10.0,3.8,13.1,-0.4,6.0,NotYet
10.0,3.8,13.1,-0.4,8.0,NotYet
10.0,3.8,13.1,-0.4,10.0,NotYet
10.0,3.8,13.1,-0.2,-10.0,NotYet
10.0,3.8,13.1,-0.2,-8.0,NotYet
10.0,3.8,13.1,-0.2,-6.0,NotYet
10.0,3.8,13.1,-0.2,-4.0,NotYet
10.0,3.8,13.1,-0.2,-2.0,NotYet
10.0,3.8,13.1,-0.2,0.0,NotYet
10.0,3.8,13.1,-0.2,2.0,NotYet
10.0,3.8,13.1,-0.2,4.0,NotYet
10.0,3.8,13.1,-0.2,6.0,NotYet
10.0,3.8,13.1,-0.2,8.0,NotYet
10.0,3.8,13.1,-0.2,10.0,NotYet
10.0,3.8,13.1,0.0,-10.0,NotYet
10.0,3.8,13.1,0.0,-8.0,NotYet
10.0,3.8,13.1,0.0,-6.0,NotYet
10.0,3.8,13.1,0.0,-4.0,NotYet
10.0,3.8,13.1,0.0,-2.0,NotYet
10.0,3.8,13.1,0.0,0.0,NotYet
10.0,3.8,13.1,0.0,2.0,NotYet
10.0,3.8,13.1,0.0,4.0,NotYet
10.0,3.8,13.1,0.0,6.0,NotYet
10.0,3.8,13.1,0.0,8.0,NotYet
10.0,3.8,13.1,0.0,10.0,NotYet
10.0,3.8,13.1,0.2,-10.0,NotYet
10.0,3.8,13.1,0.2,-8.0,NotYet
10.0,3.8,13.1,0.2,-6.0,NotYet
10.0,3.8,13.1,0.2,-4.0,NotYet
10.0,3.8,13.1,0.2,-2.0,NotYet
10.0,3.8,13.1,0.2,0.0,NotYet
10.0,3.8,13.1,0.2,2.0,NotYet
10.0,3.8,13.1,0.2,4.0,NotYet
10.0,3.8,13.1,0.2,6.0,NotYet
10.0,3.8,13.1,0.2,8.0,NotYet
10.0,3.8,13.1,0.2,10.0,NotYet
10.0,3.8,13.1,0.4,-10.0,NotYet
10.0,3.8,13.1,0.4,-8.0,NotYet
10.0,3.8,13.1,0.4,-6.0,NotYet
10.0,3.8,13.1,0.4,-4.0,NotYet
10.0,3.8,13.1,0.4,-2.0,NotYet
10.0,3.8,13.1,0.4,0.0,NotYet
10.0,3.8,13.1,0.4,2.0,NotYet
10.0,3.8,13.1,0.4,4.0,NotYet
10.0,3.8,13.1,0.4,6.0,NotYet
10.0,3.8,13.1,0.4,8.0,NotYet
10.0,3.8,13.1,0.4,10.0,NotYet
10.0,3.8,13.1,0.6,-10.0,NotYet
10.0,3.8,13.1,0.6,-8.0,NotYet
10.0,3.8,13.1,0.6,-6.0,NotYet
10.0,3.8,13.1,0.6,-4.0,NotYet
10.0,3.8,13.1,0.6,-2.0,NotYet
10.0,3.8,13.1,0.6,0.0,NotYet
10.0,3.8,13.1,0.6,2.0,NotYet
10.0,3.8,13.1,0.6,4.0,NotYet
10.0,3.8,13.1,0.6,6.0,NotYet
10.0,3.8,13.1,0.6,8.0,NotYet
10.0,3.8,13.1,0.6,10.0,NotYet
10.0,3.8,13.1,0.8,-10.0,NotYet
10.0,3.8,13.1,0.8,-8.0,NotYet
10.0,3.8,13.1,0.8,-6.0,NotYet
10.0,3.8,13.1,0.8,-4.0,NotYet
10.0,3.8,13.1,0.8,-2.0,NotYet
10.0,3.8,13.1,0.8,0.0,NotYet
10.0,3.8,13.1,0.8,2.0,NotYet
10.0,3.8,13.1,0.8,4.0,NotYet
10.0,3.8,13.1,0.8,6.0,NotYet
10.0,3.8,13.1,0.8,8.0,NotYet
10.0,3.8,13.1,0.8,10.0,NotYet
10.0,3.8,13.1,1.0,-10.0,NotYet
10.0,3.8,13.1,1.0,-8.0,NotYet
10.0,3.8,13.1,1.0,-6.0,NotYet
10.0,3.8,13.1,1.0,-4.0,NotYet
10.0,3.8,13.1,1.0,-2.0,NotYet
10.0,3.8,13.1,1.0,0.0,NotYet
10.0,3.8,13.1,1.0,2.0,NotYet
10.0,3.8,13.1,1.0,4.0,NotYet
10.0,3.8,13.1,1.0,6.0,NotYet
10.0,3.8,13.1,1.0,8.0,NotYet
10.0,3.8,13.1,1.0,10.0,NotYet
10.0,3.8,13.1,1.2,-10.0,NotYet
10.0,3.8,13.1,1.2,-8.0,NotYet
10.0,3.8,13.1,1.2,-6.0,NotYet
10.0,3.8,13.1,1.2,-4.0,NotYet
10.0,3.8,13.1,1.2,-2.0,NotYet
10.0,3.8,13.1,1.2,0.0,NotYet
10.0,3.8,13.1,1.2,2.0,NotYet
10.0,3.8,13.1,1.2,4.0,NotYet
10.0,3.8,13.1,1.2,6.0,NotYet
10.0,3.8,13.1,1.2,8.0,NotYet
10.0,3.8,13.1,1.2,10.0,NotYet
10.0,3.8,13.1,1.4,-10.0,NotYet
10.0,3.8,13.1,1.4,-8.0,NotYet
10.0,3.8,13.1,1.4,-6.0,NotYet
10.0,3.8,13.1,1.4,-4.0,NotYet
10.0,3.8,13.1,1.4,-2.0,NotYet
10.0,3.8,13.1,1.4,0.0,NotYet
10.0,3.8,13.1,1.4,2.0,NotYet
10.0,3.8,13.1,1.4,4.0,NotYet
10.0,3.8,13.1,1.4,6.0,NotYet
10.0,3.8,13.1,1.4,8.0,NotYet
10.0,3.8,13.1,1.4,10.0,NotYet
10.0,3.8,13.1,1.6,-10.0,NotYet
10.0,3.8,13.1,1.6,-8.0,NotYet
10.0,3.8,13.1,1.6,-6.0,NotYet
10.0,3.8,13.1,1.6,-4.0,NotYet
10.0,3.8,13.1,1.6,-2.0,NotYet
10.0,3.8,13.1,1.6,0.0,NotYet
10.0,3.8,13.1,1.6,2.0,NotYet
10.0,3.8,13.1,1.6,4.0,NotYet
10.0,3.8,13.1,1.6,6.0,NotYet
10.0,3.8,13.1,1.6,8.0,NotYet
10.0,3.8,13.1,1.6,10.0,NotYet
10.0,3.8,13.1,1.8,-10.0,NotYet
10.0,3.8,13.1,1.8,-8.0,NotYet
10.0,3.8,13.1,1.8,-6.0,NotYet
10.0,3.8,13.1,1.8,-4.0,NotYet
10.0,3.8,13.1,1.8,-2.0,NotYet
10.0,3.8,13.1,1.8,0.0,NotYet
10.0,3.8,13.1,1.8,2.0,NotYet
10.0,3.8,13.1,1.8,4.0,NotYet
10.0,3.8,13.1,1.8,6.0,NotYet
10.0,3.8,13.1,1.8,8.0,NotYet
10.0,3.8,13.1,1.8,10.0,NotYet
10.0,3.8,13.1,2.0,-10.0,NotYet
10.0,3.8,13.1,2.0,-8.0,NotYet
10.0,3.8,13.1,2.0,-6.0,NotYet
10.0,3.8,13.1,2.0,-4.0,NotYet
10.0,3.8,13.1,2.0,-2.0,NotYet
10.0,3.8,13.1,2.0,0.0,NotYet
10.0,3.8,13.1,2.0,2.0,NotYet
10.0,3.8,13.1,2.0,4.0,NotYet
10.0,3.8,13.1,2.0,6.0,NotYet
10.0,3.8,13.1,2.0,8.0,NotYet
10.0,3.8,13.1,2.0,10.0,NotYet
20.0,7.4,6.6,-2.0,-10.0,NotYet
20.0,7.4,6.6,-2.0,-8.0,NotYet
20.0,7.4,6.6,-2.0,-6.0,NotYet
20.0,7.4,6.6,-2.0,-4.0,NotYet
20.0,7.4,6.6,-2.0,-2.0,NotYet
20.0,7.4,6.6,-2.0,0.0,NotYet
20.0,7.4,6.6,-2.0,2.0,NotYet
20.0,7.4,6.6,-2.0,4.0,NotYet
20.0,7.4,6.6,-2.0,6.0,NotYet
20.0,7.4,6.6,-2.0,8.0,NotYet
20.0,7.4,6.6,-2.0,10.0,NotYet
20.0,7.4,6.6,-1.8,-10.0,NotYet
20.0,7.4,6.6,-1.8,-8.0,NotYet
20.0,7.4,6.6,-1.8,-6.0,NotYet
20.0,7.4,6.6,-1.8,-4.0,NotYet
20.0,7.4,6.6,-1.8,-2.0,NotYet
20.0,7.4,6.6,-1.8,0.0,NotYet
20.0,7.4,6.6,-1.8,2.0,NotYet
20.0,7.4,6.6,-1.8,4.0,NotYet
20.0,7.4,6.6,-1.8,6.0,NotYet
20.0,7.4,6.6,-1.8,8.0,NotYet
20.0,7.4,6.6,-1.8,10.0,NotYet
20.0,7.4,6.6,-1.6,-10.0,NotYet
20.0,7.4,6.6,-1.6,-8.0,NotYet
20.0,7.4,6.6,-1.6,-6.0,NotYet
20.0,7.4,6.6,-1.6,-4.0,NotYet
20.0,7.4,6.6,-1.6,-2.0,NotYet
20.0,7.4,6.6,-1.6,0.0,NotYet
20.0,7.4,6.6,-1.6,2.0,NotYet
20.0,7.4,6.6,-1.6,4.0,NotYet
20.0,7.4,6.6,-1.6,6.0,NotYet
20.0,7.4,6.6,-1.6,8.0,NotYet
20.0,7.4,6.6,-1.6,10.0,NotYet
20.0,7.4,6.6,-1.4,-10.0,NotYet
20.0,7.4,6.6,-1.4,-8.0,NotYet
20.0,7.4,6.6,-1.4,-6.0,NotYet
20.0,7.4,6.6,-1.4,-4.0,NotYet
20.0,7.4,6.6,-1.4,-2.0,NotYet
20.0,7.4,6.6,-1.4,0.0,NotYet
20.0,7.4,6.6,-1.4,2.0,NotYet
20.0,7.4,6.6,-1.4,4.0,NotYet
20.0,7.4,6.6,-1.4,6.0,NotYet
20.0,7.4,6.6,-1.4,8.0,NotYet
20.0,7.4,6.6,-1.4,10.0,NotYet
20.0,7.4,6.6,-1.2,-10.0,NotYet
20.0,7.4,6.6,-1.2,-8.0,NotYet
20.0,7.4,6.6,-1.2,-6.0,NotYet
20.0,7.4,6.6,-1.2,-4.0,NotYet
20.0,7.4,6.6,-1.2,-2.0,NotYet
20.0,7.4,6.6,-1.2,0.0,NotYet
20.0,7.4,6.6,-1.2,2.0,NotYet
20.0,7.4,6.6,-1.2,4.0,NotYet
20.0,7.4,6.6,-1.2,6.0,NotYet
20.0,7.4,6.6,-1.2,8.0,NotYet
20.0,7.4,6.6,-1.2,10.0,NotYet
20.0,7.4,6.6,-1.0,-10.0,NotYet
20.0,7.4,6.6,-1.0,-8.0,NotYet
20.0,7.4,6.6,-1.0,-6.0,NotYet
20.0,7.4,6.6,-1.0,-4.0,NotYet
20.0,7.4,6.6,-1.0,-2.0,NotYet
20.0,7.4,6.6,-1.0,0.0,NotYet
20.0,7.4,6.6,-1.0,2.0,NotYet
20.0,7.4,6.6,-1.0,4.0,NotYet
20.0,7.4,6.6,-1.0,6.0,NotYet
20.0,7.4,6.6,-1.0,8.0,NotYet
20.0,7.4,6.6,-1.0,10.0,NotYet
20.0,7.4,6.6,-0.8,-10.0,NotYet
20.0,7.4,6.6,-0.8,-8.0,NotYet
20.0,7.4,6.6,-0.8,-6.0,NotYet
20.0,7.4,6.6,-0.8,-4.0,NotYet
20.0,7.4,6.6,-0.8,-2.0,NotYet
20.0,7.4,6.6,-0.8,0.0,NotYet
20.0,7.4,6.6,-0.8,2.0,NotYet
20.0,7.4,6.6,-0.8,4.0,NotYet
20.0,7.4,6.6,-0.8,6.0,NotYet
